                  id                  |  max  |                name                
 alain_chabat                         |  8275 | Alain Chabat
 reginald_le_borg                     |  2403 | Reginald Le Borg
 jeffrey_bloom                        |  3798 | Jeffrey Bloom
 bud_s_smith                          |  4195 | Bud S. Smith
 glen_goei                            |  7099 | Glen Goei
 lukas_moodysson                      |  8537 | Lukas Moodysson
 alexandre_tarta                      |  3374 | Alexandre Tarta
 skip_woods                           |  8262 | Skip Woods
 antoine_fuqua                        |  9406 | Antoine Fuqua
 paul_bogart                          |  8560 | Paul Bogart
 zhuangzhuang_tian                    |  8314 | Zhuangzhuang Tian
 menghwa_ho                           |  2370 | Meng-Hwa Ho
 edouard_molinaro                     |  4380 | Edouard Molinaro
 1185574-chris_carter                 |  9913 | Chris Carter
 tim_sullivan_iii                     |   608 | Tim Sullivan (III)
 mike-bigelow                         |  8780 | Mike Bigelow
 brenda_chapman                       |  2169 | Brenda Chapman
 melisa_wallack                       |  9819 | Melisa Wallack
 eric_louzil                          |  7808 | Eric Louzil
 robert_cary                          |  9720 | Robert Cary
 1151855-joseph_kahn                  |  6744 | Joseph Kahn
 richard_rich                         |  7386 | Richard Rich
 richard_loncraine                    |  9010 | Richard Loncraine
 anthony_abrams                       | 10170 | Anthony Abrams
 mustafa_adouani                      |   595 | Mustafa Adouani
 kiyoshi_kurosawa                     |  8289 | Kiyoshi Kurosawa
 michael_winterbottom                 |  9497 | Michael Winterbottom
 craig_mccracken                      |  5109 | Craig McCracken
 marek_koterski                       |  8446 | Marek Koterski
 alan_cohn                            |  1954 | Alan Cohn
 mark_robson                          |  9109 | Mark Robson
 edward_james_olmos                   |  5645 | Edward James Olmos
 david_hillenbrand                    |  6354 | David Hillenbrand
 paulo-morelli                        |  9758 | Paulo Morelli
 joseph_kane                          |  5056 | Joseph Kane
 joan_micklin_silver                  |  8439 | Joan Micklin Silver
 lyndall_hobbs                        |  3770 | Lyndall Hobbs
 howard_leeds                         | 10156 | Howard Leeds
 steve_rash                           |  8895 | Steve Rash
 michael_reeves                       |  7074 | Michael Reeves
 borja_manso                          |  9504 | Borja Manso
 russ_mayberry                        |  7756 | Russ Mayberry
 charles_robert_carner                |  9739 | Charles Robert Carner
 mel_damski                           |  8678 | Mel Damski
 jeff_pollack                         |  2365 | Jeff Pollack
 ingmar_bergman                       |  9981 | Ingmar Bergman
 jeanjacques_beineix                  |  6614 | Jean-Jacques Beineix
 1165744-james_mcteigue               |  9036 | James McTeigue
 tommy_lee_wallace                    |  8206 | Tommy Lee Wallace
 stanley_kwan                         |  5162 | Stanley Kwan
 jack_cardiff                         |  6105 | Jack Cardiff
 cate_shortland                       |  8702 | Cate Shortland
 brad_silberling                      |  9285 | Brad Silberling
 alan_rafkin                          |  6408 | Alan Rafkin
 ray_burdis                           |  5610 | Ray Burdis
 robert_defranco                      |  2327 | Robert DeFranco
 alice_wu                             |  8707 | Alice Wu
 aku_louhimies                        |  9990 | Aku Louhimies
 john_r_cherry                        |  5289 | John R. Cherry
 1140857-mark_frost                   |  6483 | Mark Frost
 chris_sivertson                      |  9519 | Chris Sivertson
 charles_sturridge                    |  8414 | Charles Sturridge
 paul_mcguigan                        |  7769 | Paul McGuigan
 _0326161                             |  3153 | Allan A. Goldstein
 tran_anh_hung                        |   779 | Tran Anh Hung
 hiroshi_nishikiori                   |  3757 | Hiroshi Nishikiori
 anthony_russo                        |  9112 | Anthony Russo
 john_bailey                          |  4692 | John Bailey
 _0259589                             |  4046 | John Erman
 barbara_albert                       |  8602 | Barbara Albert
 inoshiro-honda                       |  8613 | Ishirô Honda
 gurinder_chadha                      | 10027 | Gurinder Chadha
 edvin_laine                          |  8036 | Edvin Laine
 james_lapine                         |  7529 | James Lapine
 peter_tolan                          |  9870 | Peter Tolan
 robert_lieberman                     |  7929 | Robert Lieberman
 forest_whitaker                      |  7800 | Forest Whitaker
 jean_kounen                          |  7026 | Jean Kounen
 john-antonelli                       |  2572 | John Antonelli
 harold_prince                        |  3138 | Harold Prince
 tamas-sas                            |  5969 | Tamas Sas
 richard_linklater                    |  9289 | Richard Linklater
 michael_curtiz                       |  8000 | Michael Curtiz
 1051419-robert_gordon                |  2428 | Robert Gordon
 charles_walters                      |  8010 | Charles Walters
 deborah_brock                        |  3633 | Deborah Brock
 _0703890                             |  7758 | John Quinn
 ian_mcnaughton                       |  2548 | Ian McNaughton
 richard_w_haines                     |  3398 | Richard W. Haines
 326391904                            |  1309 | Vondie CurtisHall
 jorge_furtado                        |  8341 | Jorge Furtado
 _0417691                             |  6113 | Zoran Janjic
 nicolas_echevarria                   |  6684 | Nicolás Echevarría
 leni_riefenstahl                     |  3963 | Leni Riefenstahl
 peter_horton                         |  4322 | Peter Horton
 jeanluc_godard                       |  8531 | Jean-Luc Godard
 paul_ziller                          |  5546 | Paul Ziller
 lamont_johnson                       |  6482 | Lamont Johnson
 yuri_zeltser                         |  3224 | Yuri Zeltser
 john_malkovich                       |  5943 | John Malkovich
 1180381-john_stevenson               |  9841 | John Stevenson
 1128440-chris_roberts                |  2320 | Chris Roberts
 carlos_diegues                       |  8562 | Carlos Diegues
 risa_bramon_garcia                   |  2276 | Risa Bramon Garcia
 edgarulmer                           |  6418 | Edgar G. Ulmer
 rodney_gibbons                       |  1666 | Rodney Gibbons
 alex_graves                          |   754 | Alex Graves
 douglas_sirk                         |  7617 | Douglas Sirk
 david-price                          |  7645 | David Price
 steven_spielberg                     | 10141 | Steven Spielberg
 carlo_carlei                         |   231 | Carlo Carlei
 anthony_minghella                    |  9382 | Anthony Minghella
 elwood-perez                         |  9979 | Elwood Perez
 samira_makhmalbaf                    |  5441 | Samira Makhmalbaf
 bennett_miller                       |  8838 | Bennett Miller
 joe_pytka                            |  4295 | Joe Pytka
 ken_hughes                           |  7379 | Ken Hughes
 peter_del_monte                      |  3801 | Peter Del Monte
 paolo_barzman                        |  7942 | Paolo Barzman
 hans_weingartner                     |  8736 | Hans Weingartner
 joseph_l_mankiewicz                  |  8020 | Joseph L. Mankiewicz
 walter_lang                          |  7462 | Walter Lang
 1046415-alan_jacobs                  |   277 | Alan Jacobs
 fritz_kiersch                        |  3869 | Fritz Kiersch
 michel_gondry                        |  9631 | Michel Gondry
 john_payson                          |   759 | John Payson
 sean_s_cunningham                    |  3900 | Sean S. Cunningham
 henry_jaglom                         |  5297 | Henry Jaglom
 1168219-takashi_shimizu              |  9242 | Takashi Shimizu
 al_reinert                           |  3065 | Al Reinert
 eric_byler                           |  6441 | Eric Byler
 mel_smith                            |  8563 | Mel Smith
 stuart_burge                         |  4219 | Stuart Burge
 mike_van_diem                        |  1650 | Mike van Diem
 hamlet_sarkissian                    |  6350 | Hamlet Sarkissian
 stanley_tong                         |  1550 | Stanley Tong
 james_mangold                        |  9558 | James Mangold
 1127619-matthew_diamond              | 10068 | Matthew Diamond
 irwin_winkler                        |  9323 | Irwin Winkler
 christy_cabanne                      |  2404 | Christy Cabanne
 1175117-mark_fergus                  |  9510 | Mark Fergus
 edward_dmytryk                       |  7633 | Edward Dmytryk
 grigorij_aleksandrov                 |  7951 | Grigori Aleksandrov
 mcg                                  |  9306 | McG
 nicholas-hope                        |  8232 | Nicholas Hope
 pat_oconner                          |  2116 | Pat O'Conner
 tony-piccirillo                      |  8787 | Tony Piccirillo
 john_mallory_asher                   |  8968 | John Mallory Asher
 1055580-mark_brown                   |  4431 | Mark Brown
 scott_hicks                          |  9520 | Scott Hicks
 chuck-sheetz                         |  3842 | Chuck Sheetz
 pete_schuermann                      |  2395 | Pete Schuermann
